大学,学部,学科,位置,文理,方式,第几期,併願,能使用EJU,需要EJU科目,英语,JLPT,校内考形式,网上出愿开始时间,网上出愿截止时间,邮寄开始时间,邮寄截止时间,校内考时间1,校内考时间2,发榜时间
専修大学,ネットワーク情報学部,ネットワーク情報学科,東京都,理,外国人入試（日本国内からの出願）,只有一期,不可,前年成绩和当年成绩都可以用,"物理（必須）, 化学または生物, 数学コース1or2都可以",要,不要,纯书类,2025-10-29 00:00:00,2025-11-04 00:00:00,2025-11-05 00:00:00,2025-11-07 00:00:00,,,2026-01-23 00:00:00
専修大学,経済学部,現代経済学科,東京都,文,外国人入試（日本国内からの出願）,只有一期,不可,前年成绩和当年成绩都可以用,"日语, 綜合科目",不要,不要,,2025-10-29 00:00:00,2025-11-04 00:00:00,2025-11-05 00:00:00,2025-11-07 00:00:00,,,2026-01-23 00:00:00
専修大学,経済学部,生活環境経済学科,東京都,文,外国人入試（日本国内からの出願）,只有一期,不可,前年成绩和当年成绩都可以用,"日语, 綜合科目",不要,不要,,2025-10-29 00:00:00,2025-11-04 00:00:00,2025-11-05 00:00:00,2025-11-07 00:00:00,,,2026-01-23 00:00:00
専修大学,経済学部,国際経済学科,東京都,文,外国人入試（日本国内からの出願）,只有一期,不可,前年成绩和当年成绩都可以用,"日语, 綜合科目",不要,不要,,2025-10-29 00:00:00,2025-11-04 00:00:00,2025-11-05 00:00:00,2025-11-07 00:00:00,,,2026-01-23 00:00:00
専修大学,法学部,法律学科,東京都,文,外国人入試（日本国内からの出願）,只有一期,不可,前年成绩和当年成绩都可以用,"日语, 綜合科目",不要,不要,,2025-10-29 00:00:00,2025-11-04 00:00:00,2025-11-05 00:00:00,2025-11-07 00:00:00,,,2026-01-23 00:00:00
専修大学,法学部,政治学科,東京都,文,外国人入試（日本国内からの出願）,只有一期,不可,前年成绩和当年成绩都可以用,"日语, 綜合科目",不要,不要,,2025-10-29 00:00:00,2025-11-04 00:00:00,2025-11-05 00:00:00,2025-11-07 00:00:00,,,2026-01-23 00:00:00
専修大学,経営学部,経営学科,東京都,文,外国人入試（日本国内からの出願）,只有一期,不可,前年成绩和当年成绩都可以用,日语,不要,不要,小论文,2025-10-29 00:00:00,2025-11-04 00:00:00,2025-11-05 00:00:00,2025-11-07 00:00:00,2026-01-10 00:00:00,,2026-01-23 00:00:00
専修大学,経営学部,ビジネスデザイン学科,東京都,文,外国人入試（日本国内からの出願）,只有一期,不可,前年成绩和当年成绩都可以用,日语,不要,不要,小论文,2025-10-29 00:00:00,2025-11-04 00:00:00,2025-11-05 00:00:00,2025-11-07 00:00:00,2026-01-10 00:00:00,,2026-01-23 00:00:00
専修大学,商学部,マーケティング学科,東京都,文,外国人入試（日本国内からの出願）,只有一期,不可,前年成绩和当年成绩都可以用,日语,不要,不要,"小论文, 面试（线下）",2025-10-29 00:00:00,2025-11-04 00:00:00,2025-11-05 00:00:00,2025-11-07 00:00:00,2026-01-10 00:00:00,,2026-01-23 00:00:00
専修大学,商学部,会計学科,東京都,文,外国人入試（日本国内からの出願）,只有一期,不可,前年成绩和当年成绩都可以用,日语,不要,不要,"小论文, 面试（线下）",2025-10-29 00:00:00,2025-11-04 00:00:00,2025-11-05 00:00:00,2025-11-07 00:00:00,2026-01-10 00:00:00,,2026-01-23 00:00:00
専修大学,文学部,日本文学文化学科,東京都,文理皆可,外国人入試（日本国内からの出願）,只有一期,不可,前年成绩和当年成绩都可以用,日语,不要,不要,"小论文, 面试（线下）",2025-10-29 00:00:00,2025-11-04 00:00:00,2025-11-05 00:00:00,2025-11-07 00:00:00,2026-01-10 00:00:00,,2026-01-23 00:00:00
専修大学,文学部,英語英米文学学科,東京都,文理皆可,外国人入試（日本国内からの出願）,只有一期,不可,前年成绩和当年成绩都可以用,日语,要,不要,"小论文, 面试（线下）",2025-10-29 00:00:00,2025-11-04 00:00:00,2025-11-05 00:00:00,2025-11-07 00:00:00,2026-01-10 00:00:00,,2026-01-23 00:00:00
専修大学,文学部,哲学科,東京都,文理皆可,外国人入試（日本国内からの出願）,只有一期,不可,前年成绩和当年成绩都可以用,日语,不要,不要,"小论文, 面试（线下）",2025-10-29 00:00:00,2025-11-04 00:00:00,2025-11-05 00:00:00,2025-11-07 00:00:00,2026-01-10 00:00:00,,2026-01-23 00:00:00
専修大学,文学部,歴史学科,東京都,文理皆可,外国人入試（日本国内からの出願）,只有一期,不可,前年成绩和当年成绩都可以用,日语,不要,不要,"小论文, 面试（线下）",2025-10-29 00:00:00,2025-11-04 00:00:00,2025-11-05 00:00:00,2025-11-07 00:00:00,2026-01-10 00:00:00,,2026-01-23 00:00:00
専修大学,文学部,環境地理学科,東京都,文理皆可,外国人入試（日本国内からの出願）,只有一期,不可,前年成绩和当年成绩都可以用,日语,不要,不要,"小论文, 面试（线下）",2025-10-29 00:00:00,2025-11-04 00:00:00,2025-11-05 00:00:00,2025-11-07 00:00:00,2026-01-10 00:00:00,,2026-01-23 00:00:00
専修大学,文学部,ジャーナリズム学科,東京都,文理皆可,外国人入試（日本国内からの出願）,只有一期,不可,前年成绩和当年成绩都可以用,日语,不要,不要,"小论文, 面试（线下）",2025-10-29 00:00:00,2025-11-04 00:00:00,2025-11-05 00:00:00,2025-11-07 00:00:00,2026-01-10 00:00:00,,2026-01-23 00:00:00
専修大学,人間科学部,社会学科,東京都,文理皆可,外国人入試（日本国内からの出願）,只有一期,不可,前年成绩和当年成绩都可以用,日语,不要,不要,"小论文, 面试（线下）",2025-10-29 00:00:00,2025-11-04 00:00:00,2025-11-05 00:00:00,2025-11-07 00:00:00,2026-01-10 00:00:00,,2026-01-23 00:00:00
専修大学,国際コミュニケーション学部,日本語学科,東京都,文理皆可,外国人入試（日本国内からの出願）,只有一期,不可,前年成绩和当年成绩都可以用,日语,不要,不要,"小论文, 面试（线下）",2025-10-29 00:00:00,2025-11-04 00:00:00,2025-11-05 00:00:00,2025-11-07 00:00:00,2026-01-10 00:00:00,,2026-01-23 00:00:00
専修大学,国際コミュニケーション学部,異文化コミュニケーション学科,東京都,文理皆可,外国人入試（日本国内からの出願）,只有一期,不可,前年成绩和当年成绩都可以用,日语,不要,不要,"小论文, 面试（线下）",2025-10-29 00:00:00,2025-11-04 00:00:00,2025-11-05 00:00:00,2025-11-07 00:00:00,2026-01-10 00:00:00,,2026-01-23 00:00:00
専修大学,ネットワーク情報学部,ネットワーク情報学科,東京都,理,外国人入試（日本国外からの出願）,只有一期,不可,前年成绩和当年成绩都可以用,"物理（必須）, 化学または生物, 数学コース1or2都可以",要,不要,纯书类,2025-10-15 00:00:00,2025-10-21 00:00:00,2025-10-17 00:00:00,2025-10-25 00:00:00,,,2026-01-23 00:00:00
専修大学,経済学部,現代経済学科,東京都,文,外国人入試（日本国外からの出願）,只有一期,不可,前年成绩和当年成绩都可以用,"日语, 綜合科目",不要,不要,,2025-10-15 00:00:00,2025-10-21 00:00:00,2025-10-17 00:00:00,2025-10-25 00:00:00,,,2026-01-23 00:00:00
専修大学,経済学部,生活環境経済学科,東京都,文,外国人入試（日本国外からの出願）,只有一期,不可,前年成绩和当年成绩都可以用,"日语, 綜合科目",不要,不要,,2025-10-15 00:00:00,2025-10-21 00:00:00,2025-10-17 00:00:00,2025-10-25 00:00:00,,,2026-01-23 00:00:00
専修大学,経済学部,国際経済学科,東京都,文,外国人入試（日本国外からの出願）,只有一期,不可,前年成绩和当年成绩都可以用,"日语, 綜合科目",不要,不要,,2025-10-15 00:00:00,2025-10-21 00:00:00,2025-10-17 00:00:00,2025-10-25 00:00:00,,,2026-01-23 00:00:00
専修大学,法学部,法律学科,東京都,文,外国人入試（日本国外からの出願）,只有一期,不可,前年成绩和当年成绩都可以用,"日语, 綜合科目",不要,不要,,2025-10-15 00:00:00,2025-10-21 00:00:00,2025-10-17 00:00:00,2025-10-25 00:00:00,,,2026-01-23 00:00:00
専修大学,法学部,政治学科,東京都,文,外国人入試（日本国外からの出願）,只有一期,不可,前年成绩和当年成绩都可以用,"日语, 綜合科目",不要,不要,,2025-10-15 00:00:00,2025-10-21 00:00:00,2025-10-17 00:00:00,2025-10-25 00:00:00,,,2026-01-23 00:00:00
専修大学,経営学部,経営学科,東京都,文,外国人入試（日本国外からの出願）,只有一期,不可,前年成绩和当年成绩都可以用,日语,不要,不要,小论文,2025-10-15 00:00:00,2025-10-21 00:00:00,2025-10-17 00:00:00,2025-10-25 00:00:00,2026-01-10 00:00:00,,2026-01-23 00:00:00
専修大学,経営学部,ビジネスデザイン学科,東京都,文,外国人入試（日本国外からの出願）,只有一期,不可,前年成绩和当年成绩都可以用,日语,不要,不要,小论文,2025-10-15 00:00:00,2025-10-21 00:00:00,2025-10-17 00:00:00,2025-10-25 00:00:00,2026-01-10 00:00:00,,2026-01-23 00:00:00
専修大学,商学部,マーケティング学科,東京都,文,外国人入試（日本国外からの出願）,只有一期,不可,前年成绩和当年成绩都可以用,日语,不要,不要,"小论文, 面试（线下）",2025-10-15 00:00:00,2025-10-21 00:00:00,2025-10-17 00:00:00,2025-10-25 00:00:00,2026-01-10 00:00:00,,2026-01-23 00:00:00
専修大学,商学部,会計学科,東京都,文,外国人入試（日本国外からの出願）,只有一期,不可,前年成绩和当年成绩都可以用,日语,不要,不要,"小论文, 面试（线下）",2025-10-15 00:00:00,2025-10-21 00:00:00,2025-10-17 00:00:00,2025-10-25 00:00:00,2026-01-10 00:00:00,,2026-01-23 00:00:00
弘前大学,医学部,心理学科,東京都,理,校内考加eju,只有一期,不可,当年6月or11月都可,"日语, 綜合科目, 数学コース1or2都可以",不要,必须要 N2以上,"小论文, 面接",2026-01-26 00:00:00,2026-02-04 00:00:00,2026-01-26 00:00:00,2026-02-04 00:00:00,2026-02-25 00:00:00,,2026-03-06 00:00:00
専修大学,文学部,日本文学文化学科,東京都,文理皆可,外国人入試（日本国外からの出願）,只有一期,不可,前年成绩和当年成绩都可以用,日语,不要,海外在住N1可代替EJU,"小论文, 面试（线下）",2025-10-15 00:00:00,2025-10-21 00:00:00,2025-10-17 00:00:00,2025-10-25 00:00:00,2026-01-10 00:00:00,,2026-01-23 00:00:00
専修大学,文学部,英語英米文学学科,東京都,文理皆可,外国人入試（日本国外からの出願）,只有一期,不可,前年成绩和当年成绩都可以用,日语,要,海外在住N1可代替EJU,"小论文, 面试（线下）",2025-10-15 00:00:00,2025-10-21 00:00:00,2025-10-17 00:00:00,2025-10-25 00:00:00,2026-01-10 00:00:00,,2026-01-23 00:00:00
専修大学,文学部,哲学科,東京都,文理皆可,外国人入試（日本国外からの出願）,只有一期,不可,前年成绩和当年成绩都可以用,日语,不要,海外在住N1可代替EJU,"小论文, 面试（线下）",2025-10-15 00:00:00,2025-10-21 00:00:00,2025-10-17 00:00:00,2025-10-25 00:00:00,2026-01-10 00:00:00,,2026-01-23 00:00:00
専修大学,文学部,歴史学科,東京都,文理皆可,外国人入試（日本国外からの出願）,只有一期,不可,前年成绩和当年成绩都可以用,日语,不要,海外在住N1可代替EJU,"小论文, 面试（线下）",2025-10-15 00:00:00,2025-10-21 00:00:00,2025-10-17 00:00:00,2025-10-25 00:00:00,2026-01-10 00:00:00,,2026-01-23 00:00:00
専修大学,文学部,環境地理学科,東京都,文理皆可,外国人入試（日本国外からの出願）,只有一期,不可,前年成绩和当年成绩都可以用,日语,不要,海外在住N1可代替EJU,"小论文, 面试（线下）",2025-10-15 00:00:00,2025-10-21 00:00:00,2025-10-17 00:00:00,2025-10-25 00:00:00,2026-01-10 00:00:00,,2026-01-23 00:00:00
専修大学,文学部,ジャーナリズム学科,東京都,文理皆可,外国人入試（日本国外からの出願）,只有一期,不可,前年成绩和当年成绩都可以用,日语,不要,海外在住N1可代替EJU,"小论文, 面试（线下）",2025-10-15 00:00:00,2025-10-21 00:00:00,2025-10-17 00:00:00,2025-10-25 00:00:00,2026-01-10 00:00:00,,2026-01-23 00:00:00
専修大学,人間科学部,心理学科,東京都,文理皆可,外国人入試（日本国外からの出願）,只有一期,不可,前年成绩和当年成绩都可以用,日语,不要,海外在住N1可代替EJU,面试（线下）,2025-10-15 00:00:00,2025-10-21 00:00:00,2025-10-17 00:00:00,2025-10-25 00:00:00,2026-01-10 00:00:00,,2026-01-23 00:00:00
専修大学,人間科学部,社会学科,東京都,文理皆可,外国人入試（日本国外からの出願）,只有一期,不可,前年成绩和当年成绩都可以用,日语,不要,海外在住N1可代替EJU,"小论文, 面试（线下）",2025-10-15 00:00:00,2025-10-21 00:00:00,2025-10-17 00:00:00,2025-10-25 00:00:00,2026-01-10 00:00:00,,2026-01-23 00:00:00
専修大学,国際コミュニケーション学部,日本語学科,東京都,文理皆可,外国人入試（日本国外からの出願）,只有一期,不可,前年成绩和当年成绩都可以用,日语,不要,不要,"小论文, 面试（线下）",2025-10-15 00:00:00,2025-10-21 00:00:00,2025-10-17 00:00:00,2025-10-25 00:00:00,2026-01-10 00:00:00,,2026-01-23 00:00:00
専修大学,国際コミュニケーション学部,異文化コミュニケーション学科,東京都,文理皆可,外国人入試（日本国外からの出願）,只有一期,不可,前年成绩和当年成绩都可以用,日语,不要,不要,"小论文, 面试（线下）",2025-10-15 00:00:00,2025-10-21 00:00:00,2025-10-17 00:00:00,2025-10-25 00:00:00,2026-01-10 00:00:00,,2026-01-23 00:00:00
東海大学,文学部,文明学科,神奈川県,文,外国人入試,前期 A方式,不可,前年成绩和当年成绩都可以用,"日语, 綜合科目",不要,不强制要求，可以提交,面试（线下）,2025-09-01 00:00:00,2025-09-09 00:00:00,2025-09-01 00:00:00,2025-09-11 00:00:00,2025-10-05 00:00:00,,2025-10-15 00:00:00
東海大学,文学部,歴史学科　日本史専攻,神奈川県,文,外国人入試,前期 A方式,不可,前年成绩和当年成绩都可以用,"日语, 綜合科目",不要,不强制要求，可以提交,面试（线下）,2025-09-01 00:00:00,2025-09-09 00:00:00,2025-09-01 00:00:00,2025-09-11 00:00:00,2025-10-05 00:00:00,,2025-10-15 00:00:00
東海大学,文学部,歴史学科　西洋史専攻,神奈川県,文,外国人入試,前期 A方式,不可,前年成绩和当年成绩都可以用,"日语, 綜合科目",不要,不强制要求，可以提交,面试（线下）,2025-09-01 00:00:00,2025-09-09 00:00:00,2025-09-01 00:00:00,2025-09-11 00:00:00,2025-10-05 00:00:00,,2025-10-15 00:00:00
東海大学,文学部,歴史学科　考古学専攻,神奈川県,文,外国人入試,前期 A方式,不可,前年成绩和当年成绩都可以用,"日语, 綜合科目",不要,不强制要求，可以提交,面试（线下）,2025-09-01 00:00:00,2025-09-09 00:00:00,2025-09-01 00:00:00,2025-09-11 00:00:00,2025-10-05 00:00:00,,2025-10-15 00:00:00
東海大学,文学部,日本文学科,神奈川県,文,外国人入試,前期 A方式,不可,前年成绩和当年成绩都可以用,"日语, 綜合科目",不要,不强制要求，可以提交,面试（线下）,2025-09-01 00:00:00,2025-09-09 00:00:00,2025-09-01 00:00:00,2025-09-11 00:00:00,2025-10-05 00:00:00,,2025-10-15 00:00:00
東海大学,文学部,英語文化コミュニケーション学科,神奈川県,文,外国人入試,前期 A方式,不可,前年成绩和当年成绩都可以用,"日语, 綜合科目",不要,不强制要求，可以提交,面试（线下）,2025-09-01 00:00:00,2025-09-09 00:00:00,2025-09-01 00:00:00,2025-09-11 00:00:00,2025-10-05 00:00:00,,2025-10-15 00:00:00
東海大学,文化社会学部,アジア学科,神奈川県,文,外国人入試,前期 A方式,不可,前年成绩和当年成绩都可以用,"日语, 綜合科目",不要,不强制要求，可以提交,面试（线下）,2025-09-01 00:00:00,2025-09-09 00:00:00,2025-09-01 00:00:00,2025-09-11 00:00:00,2025-10-05 00:00:00,,2025-10-15 00:00:00
東海大学,文化社会学部,ヨーロッパ・アメリカ学科,神奈川県,文,外国人入試,前期 A方式,不可,前年成绩和当年成绩都可以用,"日语, 綜合科目",不要,不强制要求，可以提交,面试（线下）,2025-09-01 00:00:00,2025-09-09 00:00:00,2025-09-01 00:00:00,2025-09-11 00:00:00,2025-10-05 00:00:00,,2025-10-15 00:00:00
東海大学,文化社会学部,北欧学科,神奈川県,文,外国人入試,前期 A方式,不可,前年成绩和当年成绩都可以用,"日语, 綜合科目",不要,不强制要求，可以提交,面试（线下）,2025-09-01 00:00:00,2025-09-09 00:00:00,2025-09-01 00:00:00,2025-09-11 00:00:00,2025-10-05 00:00:00,,2025-10-15 00:00:00
東海大学,文化社会学部,文芸創作学科,神奈川県,文,外国人入試,前期 A方式,不可,前年成绩和当年成绩都可以用,"日语, 綜合科目",不要,不强制要求，可以提交,面试（线下）,2025-09-01 00:00:00,2025-09-09 00:00:00,2025-09-01 00:00:00,2025-09-11 00:00:00,2025-10-05 00:00:00,,2025-10-15 00:00:00
東海大学,文化社会学部,広報メディア学科,神奈川県,文,外国人入試,前期 A方式,不可,前年成绩和当年成绩都可以用,"日语, 綜合科目",不要,不强制要求，可以提交,面试（线下）,2025-09-01 00:00:00,2025-09-09 00:00:00,2025-09-01 00:00:00,2025-09-11 00:00:00,2025-10-05 00:00:00,,2025-10-15 00:00:00
東海大学,文化社会学部,心理・社会学科,神奈川県,文,外国人入試,前期 A方式,不可,前年成绩和当年成绩都可以用,"日语, 綜合科目",不要,不强制要求，可以提交,面试（线下）,2025-09-01 00:00:00,2025-09-09 00:00:00,2025-09-01 00:00:00,2025-09-11 00:00:00,2025-10-05 00:00:00,,2025-10-15 00:00:00
東海大学,教養学部,人間環境学科,神奈川県,文理皆可,外国人入試,前期 A方式,不可,前年成绩和当年成绩都可以用,"日语, 数学コース1or2都可以, 理科2科目選択",不要,不强制要求，可以提交,面试（线下）,2025-09-01 00:00:00,2025-09-09 00:00:00,2025-09-01 00:00:00,2025-09-11 00:00:00,2025-10-05 00:00:00,,2025-10-15 00:00:00
東海大学,教養学部,芸術学科,神奈川県,文,外国人入試,前期 A方式,不可,前年成绩和当年成绩都可以用,"日语, 綜合科目",不要,不强制要求，可以提交,,2025-09-01 00:00:00,2025-09-09 00:00:00,2025-09-01 00:00:00,2025-09-11 00:00:00,2025-10-05 00:00:00,,2025-10-15 00:00:00
東海大学,児童教育学部,児童教育学科,神奈川県,文,外国人入試,前期 A方式,不可,前年成绩和当年成绩都可以用,"日语, 綜合科目",不要,不强制要求，可以提交,面试（线下）,2025-09-01 00:00:00,2025-09-09 00:00:00,2025-09-01 00:00:00,2025-09-11 00:00:00,2025-10-05 00:00:00,,2025-10-15 00:00:00
東海大学,体育学部,体育学科,神奈川県,文,外国人入試,前期 A方式,不可,前年成绩和当年成绩都可以用,"日语, 綜合科目",不要,不强制要求，可以提交,面试（线下）,2025-09-01 00:00:00,2025-09-09 00:00:00,2025-09-01 00:00:00,2025-09-11 00:00:00,2025-10-05 00:00:00,,2025-10-15 00:00:00
東海大学,体育学部,競技スポーツ学科,神奈川県,文,外国人入試,前期 A方式,不可,前年成绩和当年成绩都可以用,"日语, 綜合科目",不要,不强制要求，可以提交,面试（线下）,2025-09-01 00:00:00,2025-09-09 00:00:00,2025-09-01 00:00:00,2025-09-11 00:00:00,2025-10-05 00:00:00,,2025-10-15 00:00:00
東海大学,体育学部,武道学科,神奈川県,文,外国人入試,前期 A方式,不可,前年成绩和当年成绩都可以用,"日语, 綜合科目",不要,不强制要求，可以提交,面试（线下）,2025-09-01 00:00:00,2025-09-09 00:00:00,2025-09-01 00:00:00,2025-09-11 00:00:00,2025-10-05 00:00:00,,2025-10-15 00:00:00
東海大学,体育学部,生涯スポーツ学科,神奈川県,文,外国人入試,前期 A方式,不可,前年成绩和当年成绩都可以用,"日语, 綜合科目",不要,不强制要求，可以提交,面试（线下）,2025-09-01 00:00:00,2025-09-09 00:00:00,2025-09-01 00:00:00,2025-09-11 00:00:00,2025-10-05 00:00:00,,2025-10-15 00:00:00
東海大学,体育学部,スポーツ・レジャー      マネジメント学科,神奈川県,文,外国人入試,前期 A方式,不可,前年成绩和当年成绩都可以用,"日语, 綜合科目",不要,不强制要求，可以提交,面试（线下）,2025-09-01 00:00:00,2025-09-09 00:00:00,2025-09-01 00:00:00,2025-09-11 00:00:00,2025-10-05 00:00:00,,2025-10-15 00:00:00
東海大学,健康学部,健康マネジメント学科,神奈川県,文,外国人入試,前期 A方式,不可,前年成绩和当年成绩都可以用,"日语, 綜合科目",不要,不强制要求，可以提交,面试（线下）,2025-09-01 00:00:00,2025-09-09 00:00:00,2025-09-01 00:00:00,2025-09-11 00:00:00,2025-10-05 00:00:00,,2025-10-15 00:00:00
東海大学,法学部,法律学科,神奈川県,文,外国人入試,前期 A方式,不可,前年成绩和当年成绩都可以用,"日语, 綜合科目",不要,不强制要求，可以提交,面试（线下）,2025-09-01 00:00:00,2025-09-09 00:00:00,2025-09-01 00:00:00,2025-09-11 00:00:00,2025-10-05 00:00:00,,2025-10-15 00:00:00
東海大学,政治経済学部,政治学科,神奈川県・東京都（大学三年次以後）,文,外国人入試,前期 A方式,不可,前年成绩和当年成绩都可以用,"日语, 綜合科目",不要,不强制要求，可以提交,面试（线下）,2025-09-01 00:00:00,2025-09-09 00:00:00,2025-09-01 00:00:00,2025-09-11 00:00:00,2025-10-05 00:00:00,,2025-10-15 00:00:00
東海大学,政治経済学部,経済学科,神奈川県・東京都（大学三年次以後）,文,外国人入試,前期 A方式,不可,前年成绩和当年成绩都可以用,"日语, 綜合科目",不要,不强制要求，可以提交,面试（线下）,2025-09-01 00:00:00,2025-09-09 00:00:00,2025-09-01 00:00:00,2025-09-11 00:00:00,2025-10-05 00:00:00,,2025-10-15 00:00:00
東海大学,経営学部,経営学科,神奈川県・東京都（大学三年次以後）,文,外国人入試,前期 A方式,不可,前年成绩和当年成绩都可以用,"日语, 綜合科目",不要,不强制要求，可以提交,面试（线下）,2025-09-01 00:00:00,2025-09-09 00:00:00,2025-09-01 00:00:00,2025-09-11 00:00:00,2025-10-05 00:00:00,,2025-10-15 00:00:00
東海大学,国際学部,国際学科,神奈川県・東京都（大学三年次以後）,文,外国人入試,前期 A方式,不可,前年成绩和当年成绩都可以用,"日语, 綜合科目",不要,不强制要求，可以提交,面试（线下）,2025-09-01 00:00:00,2025-09-09 00:00:00,2025-09-01 00:00:00,2025-09-11 00:00:00,2025-10-05 00:00:00,,2025-10-15 00:00:00
東海大学,観光学部,観光学科,神奈川県・東京都（大学三年次以後）,文,外国人入試,前期 A方式,不可,前年成绩和当年成绩都可以用,"日语, 綜合科目",不要,不强制要求，可以提交,面试（线下）,2025-09-01 00:00:00,2025-09-09 00:00:00,2025-09-01 00:00:00,2025-09-11 00:00:00,2025-10-05 00:00:00,,2025-10-15 00:00:00
東海大学,情報通信学部,情報通信学科,神奈川県・東京都（大学三年次以後）,理,外国人入試,前期 A方式,不可,前年成绩和当年成绩都可以用,"日语, 数学コース1or2都可以, 理科2科目選択",不要,不强制要求，可以提交,面试（线下）,2025-09-01 00:00:00,2025-09-09 00:00:00,2025-09-01 00:00:00,2025-09-11 00:00:00,2025-10-05 00:00:00,,2025-10-15 00:00:00
東海大学,理学部,数学科,神奈川県,理,外国人入試,前期 A方式,不可,前年成绩和当年成绩都可以用,"日语, 数学コース1or2都可以",不要,不强制要求，可以提交,面试（线下）,2025-09-01 00:00:00,2025-09-09 00:00:00,2025-09-01 00:00:00,2025-09-11 00:00:00,2025-10-05 00:00:00,,2025-10-15 00:00:00
東海大学,理学部,情報数理学科,神奈川県,理,外国人入試,前期 A方式,不可,前年成绩和当年成绩都可以用,"日语, 数学コース1or2都可以, 理科2科目選択",不要,不强制要求，可以提交,面试（线下）,2025-09-01 00:00:00,2025-09-09 00:00:00,2025-09-01 00:00:00,2025-09-11 00:00:00,2025-10-05 00:00:00,,2025-10-15 00:00:00
東海大学,理学部,物理学科,神奈川県,理,外国人入試,前期 A方式,不可,前年成绩和当年成绩都可以用,"日语, 数学コース1or2都可以, 理科2科目選択",不要,不强制要求，可以提交,面试（线下）,2025-09-01 00:00:00,2025-09-09 00:00:00,2025-09-01 00:00:00,2025-09-11 00:00:00,2025-10-05 00:00:00,,2025-10-15 00:00:00
東海大学,理学部,化学科,神奈川県,理,外国人入試,前期 A方式,不可,前年成绩和当年成绩都可以用,"日语, 数学コース1or2都可以, 理科2科目選択",不要,不强制要求，可以提交,面试（线下）,2025-09-01 00:00:00,2025-09-09 00:00:00,2025-09-01 00:00:00,2025-09-11 00:00:00,2025-10-05 00:00:00,,2025-10-15 00:00:00
東海大学,情報理工学部,情報科学科,神奈川県,理,外国人入試,前期 A方式,不可,前年成绩和当年成绩都可以用,"日语, 数学コース1or2都可以, 理科2科目選択",不要,不强制要求，可以提交,面试（线下）,2025-09-01 00:00:00,2025-09-09 00:00:00,2025-09-01 00:00:00,2025-09-11 00:00:00,2025-10-05 00:00:00,,2025-10-15 00:00:00
東海大学,情報理工学部,コンピュータ応用工学科,神奈川県,理,外国人入試,前期 A方式,不可,前年成绩和当年成绩都可以用,"日语, 数学コース1or2都可以, 理科2科目選択",不要,不强制要求，可以提交,面试（线下）,2025-09-01 00:00:00,2025-09-09 00:00:00,2025-09-01 00:00:00,2025-09-11 00:00:00,2025-10-05 00:00:00,,2025-10-15 00:00:00
東海大学,情報理工学部,情報メデイア学科,神奈川県,理,外国人入試,前期 A方式,不可,前年成绩和当年成绩都可以用,"日语, 数学コース1or2都可以, 理科2科目選択",不要,不强制要求，可以提交,面试（线下）,2025-09-01 00:00:00,2025-09-09 00:00:00,2025-09-01 00:00:00,2025-09-11 00:00:00,2025-10-05 00:00:00,,2025-10-15 00:00:00
東海大学,建築都市学部,建築学科,神奈川県,理,外国人入試,前期 A方式,不可,前年成绩和当年成绩都可以用,"日语, 数学コース1or2都可以, 理科2科目選択",不要,不强制要求，可以提交,面试（线下）,2025-09-01 00:00:00,2025-09-09 00:00:00,2025-09-01 00:00:00,2025-09-11 00:00:00,2025-10-05 00:00:00,,2025-10-15 00:00:00
東海大学,建築都市学部,土木工学科,神奈川県,理,外国人入試,前期 A方式,不可,前年成绩和当年成绩都可以用,"日语, 数学コース2, 理科2科目選択",不要,不强制要求，可以提交,面试（线下）,2025-09-01 00:00:00,2025-09-09 00:00:00,2025-09-01 00:00:00,2025-09-11 00:00:00,2025-10-05 00:00:00,,2025-10-15 00:00:00
東海大学,工学部,航空宇宙学科／航空宇宙学専攻,神奈川県,理,外国人入試,前期 A方式,不可,前年成绩和当年成绩都可以用,"日语, 数学コース2, 理科2科目選択",不要,不强制要求，可以提交,面试（线下）,2025-09-01 00:00:00,2025-09-09 00:00:00,2025-09-01 00:00:00,2025-09-11 00:00:00,2025-10-05 00:00:00,,2025-10-15 00:00:00
東海大学,工学部,機械工学科,神奈川県,理,外国人入試,前期 A方式,不可,前年成绩和当年成绩都可以用,"日语, 数学コース2, 理科2科目選択",不要,不强制要求，可以提交,面试（线下）,2025-09-01 00:00:00,2025-09-09 00:00:00,2025-09-01 00:00:00,2025-09-11 00:00:00,2025-10-05 00:00:00,,2025-10-15 00:00:00
東海大学,工学部,機械システム工学科,神奈川県,理,外国人入試,前期 A方式,不可,前年成绩和当年成绩都可以用,"日语, 数学コース2, 理科2科目選択",不要,不强制要求，可以提交,面试（线下）,2025-09-01 00:00:00,2025-09-09 00:00:00,2025-09-01 00:00:00,2025-09-11 00:00:00,2025-10-05 00:00:00,,2025-10-15 00:00:00
東海大学,工学部,電気電子工学科,神奈川県,理,外国人入試,前期 A方式,不可,前年成绩和当年成绩都可以用,"日语, 数学コース2, 理科2科目選択",不要,不强制要求，可以提交,面试（线下）,2025-09-01 00:00:00,2025-09-09 00:00:00,2025-09-01 00:00:00,2025-09-11 00:00:00,2025-10-05 00:00:00,,2025-10-15 00:00:00
