大学,一次统计人,2026更新人,募集要項年份,文理,学部,学科,第几期,方式,位置,併願,网上出愿开始时间,网上出愿截止时间,邮寄开始时间,邮寄截止时间,必着/消印,需要EJU科目,能使用EJU,推荐日语分数,推荐托福分数,英语,可以使用的英语考试,JLPT,是否需要推荐信,校内考形式,学信网认证,校内考时间1,校内考时间2,发榜时间,最低EJU总分成绩（如有要求）,最低日语成绩（如有要求）,最低英语成绩（如有要求）,报录比,TOEFL code,其他备注,父记录,父记录 (1),最低英语成绩（如有要求） (1),报录比 (1),TOEFL code (1),其他备注 (1),父记录 (2),父记录 (1) (1),英语成绩类型,英语成绩推荐分数,JLPT等级,JLPT分数要求,EJU推荐分数,出愿材料清单,推荐信要求详细,出愿流程详细,报录比（2024）,报录比（2023）,报录比（2022）,合格者成绩分布,数据来源,爬取时间,爬取URL,审核状态,审核人,审核时间,审核备注,数据质量评分
大東文化大学,曾非凡,綦家昊,2026,文理皆可,経済学部,現代経済学科A,前期,外国人入試,埼玉県・東京都,不可,2025-10-27,2025-11-07,2025-10-27,2025-11-07,消印,日语,前年11月和今年6月,270+,,不要,,N2可代替EJU200,否,"面试（线下）, 小论文",不要,2025-11-23,,2025-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
大東文化大学,曾非凡,綦家昊,2026,文理皆可,経済学部,現代経済学科B,前期,外国人入試,埼玉県・東京都,不可,2025-10-27,2025-11-07,2025-10-27,2025-11-07,消印,日语,前年11月和今年6月,270+,,不要,,N2可代替EJU200,否,面试（线下）,不要,2025-11-23,,2025-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
大東文化大学,曾非凡,綦家昊,2026,文理皆可,外国語学部,中国語学科,前期,外国人入試,埼玉県・東京都,不可,2025-10-27,2025-11-07,2025-10-27,2025-11-07,消印,日语,前年11月和今年6月,270+,,不要,,N2可代替EJU200,否,"面试（线下）, 小论文",不要,2025-11-23,,2025-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
大東文化大学,曾非凡,綦家昊,2026,文理皆可,外国語学部,英語学科,前期,外国人入試,埼玉県・東京都,不可,2025-10-27,2025-11-07,2025-10-27,2025-11-07,消印,日语,前年11月和今年6月,270+,,不要,,N2可代替EJU200,否,"面试（线下）, 小论文",不要,2025-11-23,,2025-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
大東文化大学,曾非凡,綦家昊,2026,文理皆可,外国語学部,日本語学科 （一般受験型）,前期,外国人入試,埼玉県・東京都,不可,2025-10-27,2025-11-07,2025-10-27,2025-11-07,消印,日语,前年11月和今年6月,270+,,不要,,不要,否,"口頭試問, 小论文",不要,2025-11-23,,2025-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
大東文化大学,曾非凡,綦家昊,2026,文理皆可,外国語学部,日本語学科 （学校推薦型）,前期,外国人入試,埼玉県・東京都,不可,2025-10-27,2025-11-07,2025-10-27,2025-11-07,消印,日语,前年11月和今年6月,270+,,不要,,不要,是,口頭試問,不要,2025-11-23,,2025-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
大東文化大学,曾非凡,綦家昊,2026,文理皆可,外国語学部,日本語学科 （教員推薦型）※２,前期,外国人入試,埼玉県・東京都,不可,2025-10-27,2025-11-07,2025-10-27,2025-11-07,消印,日语,前年11月和今年6月,270+,,不要,,不要,是,口頭試問,不要,2025-11-23,,2025-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
大東文化大学,曾非凡,綦家昊,2026,文理皆可,法学部,法律学科,前期,外国人入試,埼玉県・東京都,不可,2025-10-27,2025-11-07,2025-10-27,2025-11-07,消印,日语,前年11月和今年6月,260+,,不要,,N2可代替EJU200,否,"面试（线下）, 小论文",不要,2025-11-23,,2025-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
大東文化大学,曾非凡,綦家昊,2026,文理皆可,法学部,政治学科,前期,外国人入試,埼玉県・東京都,不可,2025-10-27,2025-11-07,2025-10-27,2025-11-07,消印,日语,前年11月和今年6月,260+,,不要,,N2可代替EJU200,否,"面试（线下）, 小论文",不要,2025-11-23,,2025-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
大東文化大学,曾非凡,綦家昊,2026,文理皆可,国際関係学部,国際関係学科,前期,外国人入試,埼玉県,不可,2025-10-27,2025-11-07,2025-10-27,2025-11-07,消印,日语,前年11月和今年6月,260+,,不要,,N2可代替EJU200,否,"面试（线下）, 小论文",不要,2025-11-23,,2025-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
大東文化大学,曾非凡,綦家昊,2026,文理皆可,国際関係学部,国際文化学科,前期,外国人入試,埼玉県,不可,2025-10-27,2025-11-07,2025-10-27,2025-11-07,消印,日语,前年11月和今年6月,260+,,不要,,N2可代替EJU200,否,"面试（线下）, 小论文",不要,2025-11-23,,2025-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
大東文化大学,曾非凡,綦家昊,2026,文理皆可,経営学部,経営学科,前期,外国人入試,埼玉県・東京都,不可,2025-10-27,2025-11-07,2025-10-27,2025-11-07,消印,日语,前年11月和今年6月,270+,,不要,,N2可代替EJU200,否,"面试（线下）, 小论文",不要,2025-11-23,,2025-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
大東文化大学,曾非凡,綦家昊,2026,文理皆可,スポーツ・ 健康科学部,スポーツ科学科,前期,外国人入試,埼玉県,不可,2025-10-27,2025-11-07,2025-10-27,2025-11-07,消印,日语,前年11月和今年6月,250以下,,不要,,N2可代替EJU200,否,"面试（线下）, 小论文",不要,2025-11-23,,2025-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
大東文化大学,曾非凡,綦家昊,2026,文理皆可,スポーツ・ 健康科学部,健康科学科,前期,外国人入試,埼玉県,不可,2025-10-27,2025-11-07,2025-10-27,2025-11-07,消印,日语,前年11月和今年6月,250以下,,不要,,N2可代替EJU200,否,"面试（线下）, 小论文",不要,2025-11-23,,2025-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
大東文化大学,曾非凡,綦家昊,2026,文理皆可,社会学部,社会学科,前期,外国人入試,埼玉県・東京都,不可,2025-10-27,2025-11-07,2025-10-27,2025-11-07,消印,日语,前年11月和今年6月,250以下,,不要,,N2可代替EJU200,否,"面试（线下）, 小论文",不要,2025-11-23,,2025-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
大東文化大学,曾非凡,綦家昊,2026,文理皆可,文学部,日本文学科,后期,外国人入試,埼玉県・東京都,不可,2025-12-22,2026-01-16,2025-12-22,2026-01-16,消印,日语,前年11月，当年6月、11月,250+,,不要,,N2可代替EJU200,否,"面试（线下）, 小论文",不要,2026-02-01,,2026-02-10,,,,,,海外出願不可,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
大東文化大学,曾非凡,綦家昊,2026,文理皆可,文学部,中国文学科,后期,外国人入試,埼玉県・東京都,不可,2025-12-22,2026-01-16,2025-12-22,2026-01-16,消印,日语,前年11月，当年6月、11月,250+,,不要,,N2可代替EJU200,否,"面试（线下）, 小论文",不要,2026-02-01,,2026-02-10,,,,,,海外出願不可,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
大東文化大学,曾非凡,綦家昊,2026,文理皆可,文学部,英米文学科 ,后期,外国人入試,埼玉県・東京都,不可,2025-12-22,2026-01-16,2025-12-22,2026-01-16,消印,日语,前年11月，当年6月、11月,250+,,不要,,N2可代替EJU200,否,"面试（线下）, 小论文, 英語",不要,2026-02-01,,2026-02-10,,,,,,海外出願不可,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
大東文化大学,曾非凡,綦家昊,2026,文理皆可,文学部,教育学科,后期,外国人入試,埼玉県・東京都,不可,2025-12-22,2026-01-16,2025-12-22,2026-01-16,消印,日语,前年11月，当年6月、11月,250+,,不要,,N2可代替EJU200,否,"面试（线下）, 小论文",不要,2026-02-01,,2026-02-10,,,,,,海外出願不可,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
大東文化大学,曾非凡,綦家昊,2026,文理皆可,文学部,書道学科,后期,外国人入試,埼玉県・東京都,不可,2025-12-22,2026-01-16,2025-12-22,2026-01-16,消印,日语,前年11月，当年6月、11月,250+,,不要,,N2可代替EJU200,否,"面试（线下）, 書道実技",不要,2026-02-01,,2026-02-10,,,,,,海外出願不可,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
大東文化大学,曾非凡,綦家昊,2026,文理皆可,文学部,歴史文化学科,后期,外国人入試,埼玉県・東京都,不可,2025-12-22,2026-01-16,2025-12-22,2026-01-16,消印,日语,前年11月，当年6月、11月,250+,,不要,,N2可代替EJU200,否,"面试（线下）, 小论文",不要,2026-02-01,,2026-02-10,,,,,,海外出願不可,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
大東文化大学,曾非凡,綦家昊,2026,文理皆可,経済学部,社会経済学科,后期,外国人入試,埼玉県・東京都,不可,2025-12-22,2026-01-16,2025-12-22,2026-01-16,消印,日语,前年11月，当年6月、11月,260+,,不要,,N2可代替EJU200,否,"面试（线下）, 小论文",不要,2026-02-01,,2026-02-10,,,,,,海外出願不可,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
大東文化大学,曾非凡,綦家昊,2026,文理皆可,経済学部,現代経済学科,后期,外国人入試,埼玉県・東京都,不可,2025-12-22,2026-01-16,2025-12-22,2026-01-16,消印,日语,前年11月，当年6月、11月,260+,,不要,,N2可代替EJU200,否,"面试（线下）, 小论文",不要,2026-02-01,,2026-02-10,,,,,,海外出願不可,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
大東文化大学,曾非凡,綦家昊,2026,文理皆可,外国語学部,中国語学科,后期,外国人入試,埼玉県・東京都,不可,2025-12-22,2026-01-16,2025-12-22,2026-01-16,消印,日语,前年11月，当年6月、11月,250+,,不要,,N2可代替EJU200,否,"面试（线下）, 小论文",不要,2026-02-01,,2026-02-10,,,,,,海外出願不可,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
大東文化大学,曾非凡,綦家昊,2026,文理皆可,外国語学部,英語学科,后期,外国人入試,埼玉県・東京都,不可,2025-12-22,2026-01-16,2025-12-22,2026-01-16,消印,日语,前年11月，当年6月、11月,250+,,不要,,N2可代替EJU200,否,"面试（线下）, 小论文, 英語",不要,2026-02-01,,2026-02-10,,,,,,海外出願不可,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
大東文化大学,曾非凡,綦家昊,2026,文理皆可,外国語学部,日本語学科 （一般受験型）,后期,外国人入試,埼玉県・東京都,不可,2025-12-22,2026-01-16,2025-12-22,2026-01-16,消印,日语,当年6月or11月都可,250+,,不要,,不要,否,"小论文, 面试（线下）",不要,2026-02-01,,2026-02-10,,,,,,海外出願不可,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
大東文化大学,曾非凡,綦家昊,2026,文理皆可,外国語学部,日本語学科 （学校推薦型）,后期,外国人入試,埼玉県・東京都,不可,2025-12-22,2026-01-16,2025-12-22,2026-01-16,消印,日语,当年6月or11月都可,250+,,不要,,不要,是,面试（线下）,不要,2026-02-01,,2026-02-10,,,,,,海外出願不可,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
大東文化大学,曾非凡,綦家昊,2026,文理皆可,外国語学部,日本語学科 （教員推薦型）※２,后期,外国人入試,埼玉県・東京都,不可,2025-12-22,2026-01-16,2025-12-22,2026-01-16,消印,日语,当年6月or11月都可,250+,,不要,,不要,是,面试（线下）,不要,2026-02-01,,2026-02-10,,,,,,海外出願不可,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
大東文化大学,曾非凡,綦家昊,2026,文理皆可,法学部,法律学科,后期,外国人入試,埼玉県・東京都,不可,2025-12-22,2026-01-16,2025-12-22,2026-01-16,消印,日语,前年11月，当年6月、11月,250+,,不要,,N2可代替EJU200,否,"面试（线下）, 小论文",不要,2026-02-01,,2026-02-10,,,,,,海外出願不可,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
大東文化大学,曾非凡,綦家昊,2026,文理皆可,法学部,政治学科,后期,外国人入試,埼玉県・東京都,不可,2025-12-22,2026-01-16,2025-12-22,2026-01-16,消印,日语,前年11月，当年6月、11月,250+,,不要,,N2可代替EJU200,否,"面试（线下）, 小论文",不要,2026-02-01,,2026-02-10,,,,,,海外出願不可,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
大東文化大学,曾非凡,綦家昊,2026,文理皆可,国際関係学部,国際関係学科,后期,外国人入試,東京都,不可,2025-12-22,2026-01-16,2025-12-22,2026-01-16,消印,日语,前年11月，当年6月、11月,250+,,不要,,N2可代替EJU200,否,"面试（线下）, 小论文",不要,2026-02-01,,2026-02-10,,,,,,海外出願不可,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
大東文化大学,曾非凡,綦家昊,2026,文理皆可,国際関係学部,国際文化学科,后期,外国人入試,東京都,不可,2025-12-22,2026-01-16,2025-12-22,2026-01-16,消印,日语,前年11月，当年6月、11月,250+,,不要,,N2可代替EJU200,否,"面试（线下）, 小论文",不要,2026-02-01,,2026-02-10,,,,,,海外出願不可,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
大東文化大学,曾非凡,綦家昊,2026,文理皆可,経営学部,経営学科,后期,外国人入試,埼玉県・東京都,不可,2025-12-22,2026-01-16,2025-12-22,2026-01-16,消印,日语,前年11月，当年6月、11月,250+,,不要,,N2可代替EJU200,否,"面试（线下）, 小论文",不要,2026-02-01,,2026-02-10,,,,,,海外出願不可,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
大東文化大学,曾非凡,綦家昊,2026,文理皆可,スポーツ・ 健康科学部,スポーツ科学科,后期,外国人入試,埼玉県,不可,2025-12-22,2026-01-16,2025-12-22,2026-01-16,消印,日语,前年11月，当年6月、11月,250以下,,不要,,N2可代替EJU200,否,"面试（线下）, 小论文",不要,2026-02-01,,2026-02-10,,,,,,海外出願不可,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
大東文化大学,曾非凡,綦家昊,2026,文理皆可,スポーツ・ 健康科学部,健康科学科,后期,外国人入試,埼玉県,不可,2025-12-22,2026-01-16,2025-12-22,2026-01-16,消印,日语,前年11月，当年6月、11月,250以下,,不要,,N2可代替EJU200,否,"面试（线下）, 小论文",不要,2026-02-01,,2026-02-10,,,,,,海外出願不可,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
大東文化大学,曾非凡,綦家昊,2026,文理皆可,社会学部,社会学科,后期,外国人入試,埼玉県・東京都,不可,2025-12-22,2026-01-16,2025-12-22,2026-01-16,消印,日语,前年11月，当年6月、11月,270+,,不要,,N2可代替EJU200,否,"面试（线下）, 小论文",不要,2026-02-01,,2026-02-10,,,,,,海外出願不可,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
大東文化大学,曾非凡,綦家昊,2026,文理皆可,文学部,英米文学科 ,渡日前入試,外国人入試,埼玉県・東京都,不可,2025-10-27,2025-11-07,2025-10-27,2025-11-07,必着,日语,前年11月和今年6月,250+,有个分就行,不要,,N2可代替EJU200,否,会場でオンライン面接,不要,2025-11-23,,2025-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
大東文化大学,曾非凡,綦家昊,2026,文理皆可,文学部,教育学科,渡日前入試,外国人入試,埼玉県・東京都,不可,2025-10-27,2025-11-07,2025-10-27,2025-11-07,必着,日语,前年11月和今年6月,250+,,不要,,N2可代替EJU200,否,会場でオンライン面接,不要,2025-11-23,,2025-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
大東文化大学,曾非凡,綦家昊,2026,文理皆可,経済学部,社会経済学科,渡日前入試,外国人入試,埼玉県・東京都,不可,2025-10-27,2025-11-07,2025-10-27,2025-11-07,必着,日语,前年11月和今年6月,250+,,不要,,N2可代替EJU200,否,会場でオンライン面接,不要,2025-11-23,,2025-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
大東文化大学,曾非凡,綦家昊,2026,文理皆可,経済学部,現代経済学科,渡日前入試,外国人入試,埼玉県・東京都,不可,2025-10-27,2025-11-07,2025-10-27,2025-11-07,必着,日语,前年11月和今年6月,250+,,不要,,N2可代替EJU200,否,会場でオンライン面接,不要,2025-11-23,,2025-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
大東文化大学,曾非凡,綦家昊,2026,文理皆可,外国語学部,中国語学科,渡日前入試,外国人入試,埼玉県・東京都,不可,2025-10-27,2025-11-07,2025-10-27,2025-11-07,必着,日语,前年11月和今年6月,250+,,不要,,N2可代替EJU200,否,会場でオンライン面接,不要,2025-11-23,,2025-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
大東文化大学,曾非凡,綦家昊,2026,文理皆可,外国語学部,英語学科,渡日前入試,外国人入試,埼玉県・東京都,不可,2025-10-27,2025-11-07,2025-10-27,2025-11-07,必着,日语,前年11月和今年6月,250+,,不要,,N2可代替EJU200,否,会場でオンライン面接,不要,2025-11-23,,2025-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
大東文化大学,曾非凡,綦家昊,2026,文理皆可,外国語学部,日本語学科,渡日前入試,外国人入試,埼玉県・東京都,不可,2025-10-27,2025-11-07,2025-10-27,2025-11-07,必着,日语,前年11月和今年6月,250+,,不要,,N2可代替EJU200,否,会場でオンライン面接,不要,2025-11-23,,2025-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
大東文化大学,曾非凡,綦家昊,2026,文理皆可,法学部,法律学科,渡日前入試,外国人入試,埼玉県・東京都,不可,2025-10-27,2025-11-07,2025-10-27,2025-11-07,必着,日语,前年11月和今年6月,250+,,不要,,N2可代替EJU200,否,会場でオンライン面接,不要,2025-11-23,,2025-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
大東文化大学,曾非凡,綦家昊,2026,文理皆可,国際関係学部,国際関係学科,渡日前入試,外国人入試,埼玉県,不可,2025-10-27,2025-11-07,2025-10-27,2025-11-07,必着,日语,前年11月和今年6月,250+,,不要,,N2可代替EJU200,否,会場でオンライン面接,不要,2025-11-23,,2025-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
大東文化大学,曾非凡,綦家昊,2026,文理皆可,国際関係学部,国際文化学科,渡日前入試,外国人入試,埼玉県,不可,2025-10-27,2025-11-07,2025-10-27,2025-11-07,必着,日语,前年11月和今年6月,250+,,不要,,N2可代替EJU200,否,会場でオンライン面接,不要,2025-11-23,,2025-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
大東文化大学,曾非凡,綦家昊,2026,文理皆可,経営学部,経営学科,渡日前入試,外国人入試,埼玉県・東京都,不可,2025-10-27,2025-11-07,2025-10-27,2025-11-07,必着,日语,前年11月和今年6月,250+,,不要,,N2可代替EJU200,否,会場でオンライン面接,不要,2025-11-23,,2025-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
大東文化大学,曾非凡,綦家昊,2026,文理皆可,社会学部,社会学科,渡日前入試,外国人入試,埼玉県・東京都,不可,2025-10-27,2025-11-07,2025-10-27,2025-11-07,必着,日语,前年11月和今年6月,250+,,不要,,N2可代替EJU200,否,会場でオンライン面接,不要,2025-11-23,,2025-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
亜細亜大学,曾非凡,,2026,文理皆可,経営学部,経営学科,A方式（本学独自入試）,外国人入試,東京都,不可,2025-09-03,2025-09-12,2025-09-03,2025-09-12,消印,不需要EJU,,,,不要,,不要,否,"面试（线下）, 日本語（筆記）",不要,2025-11-16,,2025-11-25,,,,12/98,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
亜細亜大学,曾非凡,,2026,文理皆可,経済学部,経済学科,A方式（本学独自入試）,外国人入試,東京都,不可,2025-09-03,2025-09-12,2025-09-03,2025-09-12,消印,不需要EJU,,,,不要,,不要,否,"面试（线下）, 日本語（筆記）, 英語",不要,2025-11-16,,2025-11-25,,,,8/21,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
亜細亜大学,曾非凡,,2026,文理皆可,法学部,法律学科,A方式（本学独自入試）,外国人入試,東京都,不可,2025-09-03,2025-09-12,2025-09-03,2025-09-12,消印,不需要EJU,,,,不要,,不要,否,"面试（线下）, 日本語（筆記）, 英語",不要,2025-11-16,,2025-11-25,,,,1/4,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
亜細亜大学,曾非凡,,2026,文理皆可,国際関係学部,国際関係学科,A方式（本学独自入試）,外国人入試,東京都,不可,2025-09-03,2025-09-12,2025-09-03,2025-09-12,消印,不需要EJU,,,,不要,,不要,否,"面试（线下）, 日本語（筆記）, 英語",不要,2025-11-16,,2025-11-25,,,,1/7,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
亜細亜大学,曾非凡,,2026,文理皆可,国際関係学部,多文化コミュニケーション学科,A方式（本学独自入試）,外国人入試,東京都,不可,2025-09-03,2025-09-12,2025-09-03,2025-09-12,消印,不需要EJU,,,,不要,,不要,否,"面试（线下）, 日本語（筆記）, 英語",不要,2025-11-16,,2025-11-25,,,,0/1,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
亜細亜大学,曾非凡,,2026,文理皆可,社会学部,現代社会学科,A方式（本学独自入試）,外国人入試,東京都,不可,2025-09-03,2025-09-12,2025-09-03,2025-09-12,消印,不需要EJU,,,,不要,,不要,否,"面试（线下）, 日本語（筆記）, 英語",不要,2025-11-16,,2025-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
亜細亜大学,曾非凡,,2026,文理皆可,経営学部,経営学科,B方式（EJU利用入試）,外国人入試,東京都,不可,2025-11-05,2025-11-12,2025-11-05,2025-11-12,消印,日语,当年6月or11月都可,240+,有个分就行,不要,,不要,否,"面试（线下）, 英語",不要,2026-01-11,,2026-01-19,,,,4/11,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
亜細亜大学,曾非凡,,2026,文理皆可,経営学部,ホスピタリティ・マネジメント学科,B方式（EJU利用入試）,外国人入試,東京都,不可,2025-11-05,2025-11-12,2025-11-05,2025-11-12,消印,日语,当年6月or11月都可,240+,有个分就行,不要,,不要,否,"面试（线下）, 英語",不要,2026-01-11,,2026-01-19,,,,0/2,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
亜細亜大学,曾非凡,,2026,文理皆可,経済学部,経済学科,B方式（EJU利用入試）,外国人入試,東京都,不可,2025-11-05,2025-11-12,2025-11-05,2025-11-12,消印,日语,当年6月or11月都可,240+,有个分就行,不要,,不要,否,"面试（线下）, 英語",不要,2026-01-11,,2026-01-19,,,,1/4,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
亜細亜大学,曾非凡,,2026,文理皆可,法学部,法律学科,B方式（EJU利用入試）,外国人入試,東京都,不可,2025-11-05,2025-11-12,2025-11-05,2025-11-12,消印,日语,当年6月or11月都可,240+,有个分就行,不要,,不要,否,"面试（线下）, 英語",不要,2026-01-11,,2026-01-19,,,,1/1,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
亜細亜大学,曾非凡,,2026,文理皆可,国際関係学部,国際関係学科,B方式（EJU利用入試）,外国人入試,東京都,不可,2025-11-05,2025-11-12,2025-11-05,2025-11-12,消印,日语,当年6月or11月都可,240+,有个分就行,不要,,不要,否,"面试（线下）, 英語",不要,2026-01-11,,2026-01-19,,,,1/3,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
亜細亜大学,曾非凡,,2026,文理皆可,国際関係学部,多文化コミュニケーション学科,B方式（EJU利用入試）,外国人入試,東京都,不可,2025-11-05,2025-11-12,2025-11-05,2025-11-12,消印,日语,当年6月or11月都可,240+,有个分就行,不要,,不要,否,"面试（线下）, 英語",不要,2026-01-11,,2026-01-19,,,,3/6,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
亜細亜大学,曾非凡,,2026,文理皆可,社会学部,現代社会学科,B方式（EJU利用入試）,外国人入試,東京都,不可,2025-11-05,2025-11-12,2025-11-05,2025-11-12,消印,日语,当年6月or11月都可,240+,有个分就行,不要,,不要,否,"面试（线下）, 英語",不要,2026-01-11,,2026-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
亜細亜大学,曾非凡,,2026,文理皆可,経営学部,経営学科,C方式（渡日前入試）,外国人入試,東京都,不可,2025-09-03,2025-09-12,2025-09-03,2025-09-12,消印,日语,只能当年6月,240+,有个分就行,要,"托福, 雅思",可以代替EJU,否,纯书类,不要,2025-11-21,,2025-11-27,,,,0,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
亜細亜大学,曾非凡,,2026,文理皆可,経済学部,経済学科,C方式（渡日前入試）,外国人入試,東京都,不可,2025-09-03,2025-09-12,2025-09-03,2025-09-12,消印,日语,只能当年6月,240+,有个分就行,要,"托福, 雅思",可以代替EJU,否,纯书类,不要,2025-11-21,,2025-11-27,,,,1/1,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
亜細亜大学,曾非凡,,2026,文理皆可,法学部,法律学科,C方式（渡日前入試）,外国人入試,東京都,不可,2025-09-03,2025-09-12,2025-09-03,2025-09-12,消印,日语,只能当年6月,240+,有个分就行,要,"托福, 雅思",可以代替EJU,否,纯书类,不要,2025-11-21,,2025-11-27,,,,0,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
亜細亜大学,曾非凡,,2026,文理皆可,国際関係学部,国際関係学科,C方式（渡日前入試）,外国人入試,東京都,不可,2025-09-03,2025-09-12,2025-09-03,2025-09-12,消印,日语,只能当年6月,240+,有个分就行,要,"托福, 雅思",可以代替EJU,否,纯书类,不要,2025-11-21,,2025-11-27,,,,0,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
亜細亜大学,曾非凡,,2026,文理皆可,国際関係学部,多文化コミュニケーション学科,C方式（渡日前入試）,外国人入試,東京都,不可,2025-09-03,2025-09-12,2025-09-03,2025-09-12,消印,日语,只能当年6月,240+,有个分就行,要,"托福, 雅思",可以代替EJU,否,纯书类,不要,2025-11-21,,2025-11-27,,,,0,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
亜細亜大学,曾非凡,,2026,文理皆可,社会学部,現代社会学科,C方式（渡日前入試）,外国人入試,東京都,不可,2025-09-03,2025-09-12,2025-09-03,2025-09-12,消印,日语,只能当年6月,240+,有个分就行,要,"托福, 雅思",可以代替EJU,否,纯书类,不要,2025-11-21,,2025-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
